,Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
6455,18589,halsey,hurricane,2015,pop,place stuy live bricks girls eighteen turn like trick go place stuy little liquor lips climb inside body hold captive kiss start start start wander night stand belong city belong violence pour rain hurricane hurricane hurricane go place brooklyn trip remind away start start start wander night stand belong city belong violence pour rain hurricane hurricane hurricane say baby beggin save lately like crazy maybe devastate little lady come fade wander night stand belong city belong violence pour rain come fade come fade hurricane,84,0.09144876993004757,0.0008771930471344529,0.0008771931173918653,0.0008771930794720081,0.0008771929835584847,0.02722865040573081,0.06329923210909902,0.0008771930276903379,0.0008771930127655285,0.000877193032086744,0.28860098914463284,0.0008771930515467828,0.0008771929908614857,0.03500059602504279,0.4012889077561772,0.0008771930340385393,0.5678544351781653,0.7764018152449811,0.008262056488008523,0.002834008097165992,0.4765045342126958,0.8308255473043802,sadness,0.07142857142857142
6456,18591,meek mill,lord knows (feat. tory lanez),2015,pop,future breath meek check white intolerant root feat legend thompson grip meek lord know feat lanez krept konan waste time white know feat clif soulo legendvry thompson breathe blue note everybody bridge feat glover jhené aiko staple goransson wait moment hail white kitchen feat young kells thompson sumney shed bada curry chicken eearz work muscle meek jhené aiko goransson lord know fight stronger farid bang,65,0.0021929824844142557,0.3856764277984959,0.002192982723608656,0.1661372608660698,0.0462645971862089,0.1283783625167126,0.002192982567806221,0.12943322402371601,0.002192982811807749,0.06692396375670018,0.0021929825489656034,0.002192982584515148,0.05087037310720821,0.002192982486728636,0.0021929825284816074,0.0021929824650973643,0.4032275533412759,0.7228418326795374,0.016866482797673492,0.0,0.140560593569662,0.6956861916007786,violence,0.07142857142857142
6457,18592,action bronson,baby blue (feat. chance the rapper),2015,pop,heartbreak drown sorrow large steak gotta like gotta like bitch baby girl blue treat like shit pay sleep pay crib step foot somebody eat pudding things change dashboard wooden black benz like young gooden dark shade cause stone crazy girl grow stop play phone baby childish attempt angry fall short fuel rage understandable shin brilliant brazilians time hide feel butt naked lamborghini motherfuckers chick shit look easy think right gotta like gotta like bitch baby girl blue women wanna baby wonder fuck lately symbol hate breath date crib chef order specialty white snake underwear sauce probably catch understand cause popular get top opera bocelli sing celly ring gotta know good feel exactly flawless gorgeous like horse know think succeed make people nauseous boat take picture swordfish gotta like gotta like bitch baby girl blue paper tongue razor paper soda drink shake dream like raisins bake titties saggy early snow driveway fridays work friday busy fridays lottery lose ticket poop kitchen zipper jacket stick headphones short charger work spill shit shirt tear hurt smile face losses change lock fade ruin shit reason gotta like gotta like bitch baby girl blue,189,0.0570676500522727,0.0004314064218550842,0.06741065248504571,0.0004314064111065988,0.00043140638840534967,0.0004314064046451986,0.00043140638996567163,0.0004314064189030946,0.3564479751060225,0.06388768335512279,0.05172715944267018,0.022624889644812726,0.0004314064345854085,0.17259570659030962,0.07393943979707086,0.027868645814562974,0.8299577602079498,0.7567366612824654,0.2479912128425832,1.882591093117409e-05,0.7598928276999175,0.4874714805907852,obscene,0.07142857142857142
6458,18604,langhorne slim,changes,2015,pop,things stranger know go change spend lifetime try figure go change begin purple reason go change rip page go change know forget go change want go change maybe soon purple moon ride balloon go change rattle cage go change things different know go change strangeness go change,47,0.0013495276705409495,0.0013495276805206152,0.4137711538632047,0.0013495276848395,0.0013495276677805822,0.0013495276677262845,0.0013495276682443456,0.2525611525389665,0.001349527694758366,0.0013495276980476812,0.03760123151248282,0.032637764783655536,0.0013495276839872946,0.001349527671482016,0.0013495277096811215,0.24453530935003875,0.6566663056428029,0.6321308617285849,0.8945782074078388,0.005273279352226721,0.3281121187139324,0.36734760885425055,world/life,0.07142857142857142
6459,18609,drake,diamonds dancing,2015,pop,stage life feel like conquer sip pérignon reason pop tag upper echelon reason see little jawn perfect push foreign right ball middle club jersey want liquor cause drink dirty bring niggas bring drink diamonds dance diamonds dance diamonds dance diamonds dance know need home better phone talk like usually talk friends like usually tell spend time hard time sip pérignon reason pop tag upper echelon reason see little jawn perfect push foreign right ball middle club jersey want liquor cause drink dirty bring niggas bring drink diamonds dance diamonds dance diamonds dance diamonds dance familiar cash flow juggin vouch vouch cocaine powder couch homie step outside house glockie bitch wanna come paparazzi bitch barely want barely pay attention baby need substance know spend time put makeup outfit diamonds dance diamonds dance diamonds dance diamonds dance dirty dirty dirty dirty know like know nigga save soul dirty dirty hear live hear live ungrateful ungrateful momma ashamed hear single word ungrateful good good perfect match unstable dirty dirty dirty make nervous hear look drain look exhaust girl late nights good start good ungrateful,181,0.011933889675562309,0.00044228220818435566,0.13546109546952845,0.0004422822219765321,0.000442282208069051,0.02616005117794797,0.0004422821801203839,0.00044228221109664337,0.4702490414981688,0.050303765033781984,0.06618303500883417,0.09967974671115397,0.0004422821789942725,0.06574654875467649,0.00044228218752081437,0.03209062887036728,0.4389689158453375,0.6361049150065379,0.12550113002121488,3.775303643724696e-05,0.14674361088211044,0.3583383184740103,obscene,0.07142857142857142
6460,18610,fetty wap,rgf island,2015,pop,yeah baby niggas stack money spend cause beefin bout money problem worry niggas cause niggas stack money spend cause beefin bout money problem worry niggas zoowap wildin treat squad island ziploc gang bring lighter house party island shit boom like island trillionaires throwin dollars causin pure hell wildin island swell pocket swell come hunned gang shoot squad gang squad gang zoovie trap damn thing change niggas stack money spend cause beefin bout money problem worry niggas cause niggas stack money spend cause beefin bout money problem worry niggas zoowap,89,0.040314253602612385,0.0010526315961112056,0.0010526316499919084,0.001052631610605364,0.02218454300162515,0.08146630386986158,0.0010526315858788346,0.0010526316140227554,0.8402454255799162,0.0010526315923350222,0.001052631604635547,0.0010526315827471804,0.0010526315801717065,0.0010526316066015236,0.001052631584310308,0.0010526315846757243,0.7411458897433121,0.7843242827474809,0.001163655786802999,8.289473684210525e-06,0.5094806265457543,0.7647574178492861,obscene,0.07142857142857142
6461,18611,trey songz,"touchin, lovin (feat. nicki minaj)",2015,pop,yeah young money uhhuh trigga brrrrrrr tryna flex tryna flex ceilings talkin girl think girl know invent invent bring friend sorry come party like uhhuh take girl club go uhhuh ask takin home uhhuh tell leggo long know cause know touchin tonight lovin tonight fuckin girl spendin puttin time uhhuh touchin lovin fuckin mind mind lovin fuckin tonight girl fuckin best best picture deep livin right know minute trigga feel body sweat sweat promise body drip sorry niggas cause come party like uhhuh take girl club go uhhuh ask takin home home home uhhuh tell leggo long know cause know touchin tonight lovin tonight fuckin girl spendin put time uhhuh touchin lovin fuckin mind mind lovin fuckin tonight tell wanna fuck cuff duck ferragamo buckle duffel pussy wetter puddle ride like shuttle say real niggas real bitch real bitch bitch birth birth kiss cumming money year mister drummond kyuhh like ride slow touchin tonight lovin tonight yeah fuckin girl spendin put time uhhuh touchin lovin fuckin mind mind know lovin wanna touch fuckin tonight mean like better like know nigga minaj uhhuh,182,0.12504737077634573,0.0004278990272721661,0.00042789903031109964,0.18864819517402365,0.017415964303270526,0.0004278990238334181,0.000427899049989637,0.15696038897724998,0.31086179959312565,0.02497413659977156,0.0004278990505702831,0.0004278990214046992,0.0004278990311653563,0.13353338680879362,0.00042789903216952727,0.023913639757746127,0.8137116863424673,0.7418147322000871,0.04066168741133275,8.552631578947368e-06,0.4321929101401484,0.5805674811865995,obscene,0.07142857142857142
6462,18612,bryson tiller,let em' know,2015,pop,right tune griffey go mothafucka yeah comin good niggas know tell time shit grab come fuck hold yeah hold time hold hold time time shit spend time waitin list roll doja blaze shit gonna lovin agame girl bring shit know want bein tiller solid young nigga real know tense know conversation minute know break clearly break unfinished feel like bitch apprentice come endin say shit happen girl prediction say like listen fuck business finish comin good niggas know tell time shit grab come fuck hold feel shit change yeah say girl fine like time tell shit think nigga sittin knowin think shit like fuck keepin comfortable second fall fuck niggas baby girl different nothin like niggas nothin like niggas nothin like niggas different nothin like bitch nothin like bitch nothin like bitch comin good niggas know tell time time time,140,0.03671204203848896,0.0004349717354289887,0.00043497174285813685,0.08245095975592114,0.026971921388434874,0.0004349717328994958,0.03049974838934565,0.10124078685345986,0.5730694364752461,0.0004349717427478967,0.00043497173949287046,0.00043497173695597566,0.00043497173697278107,0.07532188413593321,0.011562962218911229,0.04311478511418363,0.4638795624390773,0.6209009563366921,0.034035174734111176,0.0,0.15704863973619124,0.4053868349041531,obscene,0.07142857142857142
6463,18613,breaking benjamin,failure,2015,pop,life come begin world frail fall time place return calm cold long lonely road look light lead home tire feel lose tire let tear world tear world failure lyric commercial,30,0.0018796993909478128,0.0018796993675694476,0.3413743981393484,0.10611599761370752,0.0018796992483677726,0.001879699298771968,0.001879699268582586,0.0018796992900731886,0.0018796992759160301,0.0609829924872282,0.0018796994011672128,0.055363871436932464,0.0018796992815207358,0.0018796993592927397,0.31098534456461485,0.0018796994545692907,0.4335535578901766,0.7897854011229904,2.9016093389652e-05,0.009200404858299595,0.3703627370156636,0.8908874831726475,world/life,0.07142857142857142
6464,18616,o.t. genasis,cut it (feat. young dolph),2015,pop,bricks need high need bricks need high need band regular hittin plug cellular tell bitch sorry skate rari bake fuck niggas niggas blood niggas plug straight bull fell drug bustin money dub water whippin lookin like fishin baseball kitchen pitchin rolie glistenin darling kissin niggas steady trippin steady grippin dirty money scale fuck phony bout sell pony niggas bitch good motherfucker bricks need high need bricks need high need go buy trap money million touch money fuckin fly plug know gettin money know plug tell piss comin piece want fuck need need fuck half million gucci luggage small talk time talk number young nigga playin commas summer outchea streets life hustlin nigga beefin beefin wrong right bustin traphouse forgis school roof bricks need high need bricks need high need,129,0.0006578947423660933,0.02017095944714893,0.0006578947942542574,0.0006578947747115635,0.16755213485316167,0.0006578947412577162,0.01744920744585965,0.046360931871234884,0.6385546760163813,0.0006578947786814043,0.0006578947789554233,0.08141961606414487,0.0006578947696102585,0.0006578947465703806,0.0006578947535762869,0.020597736887616184,0.8808621249864617,0.8069379278517037,0.13554130074427787,0.0,0.21372629843363564,0.6736634817824139,obscene,0.07142857142857142
